Instance:,1,Customers:,50,Depots:,4
Executions:,20,Total Demand:,777.0,,,


Run,SSE,SSB,DunnIndex,SilhouetteCoefficient,CalinskiHarabaszIndex,XieBeniIndex,DaviesBouldinIndex,RayTuriIndex,BallHallIndex,Time
1,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,1011.0
2,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,32.0
3,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,119.0
4,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,123.0
5,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,112.0
6,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,118.0
7,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,118.0
8,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,126.0
9,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,128.0
10,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,67.0
11,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,121.0
12,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,121.0
13,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,114.0
14,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,118.0
15,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,118.0
16,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,122.0
17,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,114.0
18,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,119.0
19,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,68.0
20,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,130.0

Min,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,32.0
Max,2103.5138195138197,1254.3310840910115,0.17230389266207116,0.34616033981737715,171.43089611513244,2.632009449909517,0.805501535810835,10.528037799638067,12.101593953448239,1011.0
Avg,2103.51381951382,1254.3310840910117,0.17230389266207122,0.34616033981737715,171.43089611513238,2.6320094499095172,0.8055015358108351,10.528037799638069,12.101593953448235,154.95
