Instance,PAM
p1,1311.0999
p2,1137.45
p3,2362.6999
p4,3280.4
p5,2990.5
p6,3041.05
p7,2913.5
p8,18402.3499
p9,17067.2999
p10,17415.75
p12,2641.8499
p11,18814.5499
p15,370.85
pr10,15456.5
p18,514.5499
p21,36918.3
pr1,1133.0499
pr3,4914.9499
pr2,2555.9
pr5,16643.2
pr4,10349.1499
pr7,1829.25
pr6,15469.6
pr9,12638.5
pr8,4774.6
